ra,dec,total,teff
169,0,0,0
169,1,2,0
169,2,0,0
169,3,1,0
169,4,1,0
169,5,3,0
169,6,1,0
169,7,1,0
169,8,1,0
169.0,9.0,2.0,4280.0
169.0,10.0,3.0,4392.37
169.0,11.0,4.0,4228.45
169.0,12.0,4.0,4233.75
169.0,13.0,6.0,4407.433
169.0,14.0,2.0,3805.0
169.0,15.0,6.0,4683.375
169.0,16.0,8.0,4777.0
169,17,4,0
169.0,18.0,9.0,5320.0
169.0,19.0,11.0,5057.6665
169.0,20.0,5.0,4941.75
169.0,21.0,10.0,4434.0
169.0,22.0,10.0,8562.5
169.0,23.0,26.0,4402.6665
169.0,24.0,4.0,4535.6074
169.0,25.0,8.0,5825.0
169.0,26.0,5.0,5612.1997
169.0,27.0,11.0,5909.25
169.0,28.0,7.0,6403.6665
169.0,29.0,4.0,4963.79
169.0,30.0,9.0,4750.0
169.0,31.0,11.0,7688.0
169.0,32.0,7.0,5811.6665
169.0,33.0,10.0,4918.6665
169.0,34.0,5.0,4956.8066
169.0,35.0,18.0,4978.1997
169.0,36.0,9.0,6485.97
169.0,37.0,8.0,9325.0
169.0,38.0,11.0,4601.225
169.0,39.0,13.0,4876.893
169.0,40.0,15.0,9119.0
169.0,41.0,10.0,5635.5
169.0,42.0,16.0,4956.5
169.0,43.0,8.0,5223.5
169.0,44.0,17.0,5312.71
169.0,45.0,29.0,8562.5
169.0,46.0,17.0,5286.9
169.0,47.0,19.0,7346.25
169.0,48.0,35.0,5852.0
169.0,49.0,20.0,9084.0
169.0,50.0,28.0,9522.75
169.0,51.0,10.0,4577.48
169.0,52.0,16.0,5132.7134
169.0,53.0,13.0,6647.75
169.0,54.0,17.0,5333.545
169.0,55.0,8.0,5214.3335
169.0,56.0,12.0,4542.075
169.0,57.0,9.0,5347.0
169.0,58.0,8.0,9325.0
169.0,59.0,9.0,4426.0
169.0,60.0,8.0,6628.5
169.0,61.0,8.0,4548.0
169.0,62.0,19.0,9368.5
169.0,63.0,12.0,9566.0
169.0,64.0,11.0,4314.8237
169.0,65.0,17.0,8868.667
169.0,66.0,20.0,9578.5
169.0,67.0,23.0,9566.0
169.0,68.0,25.0,9566.0
169.0,69.0,25.0,9438.0
169.0,70.0,12.0,9566.0
169.0,71.0,13.0,9613.0
169.0,72.0,7.0,8152.75
169.0,73.0,22.0,8630.0
169.0,74.0,19.0,9515.0
169.0,75.0,14.0,9522.75
169.0,76.0,2.0,9281.25
169.0,77.0,8.0,9519.0
169.0,78.0,6.0,5639.54
169.0,79.0,3.0,9613.0
169.0,80.0,5.0,6909.69
169.0,81.0,11.0,8868.667
169.0,82.0,2.0,4427.64
169.0,83.0,4.0,8712.0
169.0,84.0,14.0,7396.0
169.0,85.0,6.0,9578.5
169.0,86.0,11.0,6523.5
169.0,87.0,4.0,4132.0
169.0,88.0,8.0,9613.0
169.0,89.0,2.0,4844.18
169.0,90.0,4.0,8868.667
169.0,91.0,5.0,4440.0
169.0,92.0,1.0,4168.5
169.0,93.0,7.0,6405.92
169.0,94.0,3.0,4140.353
169.0,95.0,3.0,3981.1602
169.0,96.0,3.0,8868.667
169.0,97.0,3.0,3891.27
169.0,98.0,2.0,4923.5425
169,99,0,0
170,0,0,0
170,1,0,0
170,2,1,0
170,3,1,0
170,4,6,0
170,5,0,0
170,6,2,0
170,7,2,0
170,8,1,0
170.0,9.0,1.0,4561.547000000001
170.0,10.0,3.0,6071.74
170.0,11.0,5.0,4676.85
170.0,12.0,2.0,3999.75
170.0,13.0,2.0,4297.385
170.0,14.0,6.0,9263.667
170.0,15.0,7.0,5463.3823
170.0,16.0,3.0,3568.5
170.0,17.0,11.0,9610.333
170.0,18.0,7.0,5087.4
170.0,19.0,6.0,4251.6665
170.0,20.0,3.0,4440.0
170.0,21.0,9.0,9566.0
170.0,22.0,15.0,5478.75
170.0,23.0,29.0,5945.0
170.0,24.0,13.0,5205.95
170.0,25.0,4.0,4060.0
170.0,26.0,8.0,5017.79
170.0,27.0,12.0,8751.0
170.0,28.0,7.0,5072.26
170.0,29.0,6.0,4629.0
170.0,30.0,6.0,5025.63
170.0,31.0,10.0,9438.0
170.0,32.0,9.0,9613.0
170.0,33.0,6.0,6870.3335
170.0,34.0,7.0,6438.1177
170.0,35.0,8.0,5349.05
170.0,36.0,11.0,5233.9
170.0,37.0,19.0,5512.0
170.0,38.0,15.0,5143.167
170.0,39.0,12.0,5911.505
170.0,40.0,7.0,4920.0
170.0,41.0,16.0,6561.9854
170.0,42.0,17.0,6654.28
170.0,43.0,11.0,6727.0
170.0,44.0,12.0,6620.0
170.0,45.0,29.0,5575.0
170.0,46.0,15.0,6858.467
170.0,47.0,16.0,6392.5
170.0,48.0,47.0,7257.4165
170.0,49.0,31.0,8859.0
170.0,50.0,22.0,8071.0
170.0,51.0,8.0,5409.0
170.0,52.0,8.0,4190.73
170.0,53.0,14.0,5369.5
170.0,54.0,11.0,5123.077
170.0,55.0,12.0,5155.047000000001
170.0,56.0,10.0,9164.667
170.0,57.0,14.0,5449.83
170.0,58.0,7.0,4450.5
170.0,59.0,8.0,5347.0
170.0,60.0,9.0,9575.0
170.0,61.0,8.0,5853.5
170.0,62.0,14.0,9566.0
170.0,63.0,11.0,8868.667
170.0,64.0,17.0,9438.0
170.0,65.0,11.0,9365.0
170.0,66.0,15.0,9542.5
170.0,67.0,21.0,9579.5
170.0,68.0,17.0,9508.667
170.0,69.0,17.0,9578.5
170.0,70.0,11.0,9542.5
170.0,71.0,13.0,9566.0
170.0,72.0,10.0,9554.0
170.0,73.0,7.0,9269.5
170.0,74.0,13.0,9516.75
170.0,75.0,11.0,9613.0
170.0,76.0,2.0,7176.0
170.0,77.0,7.0,5861.0
170.0,78.0,5.0,8582.667
170.0,79.0,4.0,8805.0
170.0,80.0,6.0,9545.667
170.0,81.0,10.0,9581.667
170.0,82.0,8.0,5174.9
170.0,83.0,6.0,4214.56
170.0,84.0,3.0,4250.39
170.0,85.0,8.0,8598.667
170.0,86.0,7.0,9168.333
170.0,87.0,8.0,8868.667
170.0,88.0,1.0,4339.0
170.0,89.0,6.0,8868.667
170.0,90.0,4.0,6088.99
170.0,91.0,6.0,7712.3335
170.0,92.0,6.0,5040.135
170.0,93.0,3.0,3820.0
170.0,94.0,7.0,4897.75
170.0,95.0,3.0,5449.83
170,96,0,0
170.0,97.0,4.0,5850.0
170.0,98.0,2.0,5067.13
170.0,99.0,2.0,3286.5
171,0,0,0
171,1,0,0
171,2,2,0
171,3,0,0
171,4,4,0
171,5,3,0
171,6,0,0
171,7,1,0
171,8,2,0
171.0,9.0,4.0,5793.0
171.0,10.0,2.0,4027.8525
171.0,11.0,2.0,4298.6665
171.0,12.0,7.0,4159.6265
171.0,13.0,9.0,5462.0
171.0,14.0,9.0,5331.4
171.0,15.0,3.0,3842.0
171.0,16.0,2.0,3955.78
171.0,17.0,9.0,6048.6763
171.0,18.0,6.0,4458.4634
171.0,19.0,6.0,4000.58
171.0,20.0,7.0,5056.16
171.0,21.0,7.0,4231.0
171.0,22.0,11.0,8784.75
171.0,23.0,25.0,5052.9727
171.0,24.0,5.0,6937.0
171.0,25.0,8.0,6668.7
171.0,26.0,11.0,7807.0
171.0,27.0,8.0,4499.29
171.0,28.0,8.0,5493.5
171.0,29.0,9.0,5355.0
171.0,30.0,7.0,6797.6626
171.0,31.0,7.0,5928.0
171.0,32.0,10.0,5051.68
171.0,33.0,15.0,4797.6665
171.0,34.0,10.0,4734.6665
171.0,35.0,13.0,5886.6104
171.0,36.0,10.0,4460.293
171.0,37.0,15.0,5357.0
171.0,38.0,12.0,5756.5
171.0,39.0,22.0,8868.667
171.0,40.0,15.0,5882.4067
171.0,41.0,20.0,4942.0
171.0,42.0,16.0,5286.9
171.0,43.0,6.0,5815.0
171.0,44.0,10.0,7034.6665
171.0,45.0,20.0,5310.285
171.0,46.0,11.0,5247.83
171.0,47.0,24.0,7841.0
171.0,48.0,23.0,5972.0
171.0,49.0,23.0,9536.667
171.0,50.0,18.0,5515.85
171.0,51.0,15.0,5355.75
171.0,52.0,10.0,3970.53
171.0,53.0,10.0,5606.635
171.0,54.0,7.0,5152.74
171.0,55.0,11.0,5951.013000000001
171.0,56.0,10.0,5833.156999999997
171.0,57.0,13.0,6560.0
171.0,58.0,10.0,9613.0
171.0,59.0,5.0,9566.0
171.0,60.0,15.0,7271.0
171.0,61.0,11.0,5634.6665
171.0,62.0,12.0,9531.0
171.0,63.0,21.0,9492.75
171.0,64.0,5.0,8604.75
171.0,65.0,18.0,9508.667
171.0,66.0,20.0,9522.75
171.0,67.0,17.0,9566.0
171.0,68.0,12.0,9545.667
171.0,69.0,26.0,9557.0
171.0,70.0,18.0,9613.0
171.0,71.0,11.0,8982.5
171.0,72.0,6.0,9530.5
171.0,73.0,10.0,9269.5
171.0,74.0,9.0,7785.75
171.0,75.0,12.0,8848.0
171.0,76.0,4.0,9566.0
171.0,77.0,10.0,9412.0
171.0,78.0,7.0,9575.0
171.0,79.0,8.0,9531.0
171.0,80.0,7.0,4198.9727
171.0,81.0,3.0,8868.667
171.0,82.0,8.0,8868.667
171.0,83.0,10.0,9434.5
171.0,84.0,6.0,8779.0
171.0,85.0,4.0,4497.0
171.0,86.0,10.0,5073.75
171.0,87.0,11.0,9536.667
171.0,88.0,13.0,5484.0
171,89,0,0
171.0,90.0,3.0,5771.0
171.0,91.0,2.0,4390.0
171.0,92.0,6.0,5338.205
171.0,93.0,2.0,5382.154
171.0,94.0,4.0,9618.0
171,95,0,0
171.0,96.0,2.0,8868.667
171.0,97.0,2.0,4273.69
171,98,1,0
171.0,99.0,5.0,5686.0
172,0,0,0
172,1,0,0
172,2,3,0
172,3,3,0
172,4,2,0
172,5,1,0
172,6,2,0
172.0,7.0,1.0,3976.58
172,8,3,0
172.0,9.0,1.0,4076.08
172.0,10.0,6.0,4879.0
172.0,11.0,6.0,5286.9
172.0,12.0,2.0,4280.0
172.0,13.0,6.0,6018.033
172.0,14.0,3.0,5811.6665
172.0,15.0,3.0,9045.0
172.0,16.0,4.0,5328.5
172.0,17.0,3.0,4720.55
172.0,18.0,4.0,3980.2932
172.0,19.0,7.0,5108.363
172.0,20.0,8.0,6669.0
172.0,21.0,8.0,5056.16
172.0,22.0,13.0,5445.85
172.0,23.0,28.0,5354.0
172.0,24.0,6.0,4462.3477
172.0,25.0,7.0,4886.94
172.0,26.0,11.0,8440.0
172.0,27.0,9.0,7994.5
172.0,28.0,8.0,5704.825
172.0,29.0,10.0,4472.4834
172.0,30.0,7.0,8076.25
172.0,31.0,10.0,4872.3335
172.0,32.0,15.0,5785.0
172.0,33.0,11.0,5862.0
172.0,34.0,9.0,4725.02
172.0,35.0,5.0,4296.0
172.0,36.0,11.0,8917.0
172.0,37.0,12.0,8851.0
172.0,38.0,2.0,4346.1
172.0,39.0,10.0,9531.0
172.0,40.0,13.0,9165.0
172.0,41.0,13.0,8598.667
172.0,42.0,14.0,5701.0
172.0,43.0,14.0,5556.0
172.0,44.0,14.0,9285.0
172.0,45.0,17.0,9515.0
172.0,46.0,11.0,9267.0
172.0,47.0,17.0,9579.5
172.0,48.0,23.0,7154.0
172.0,49.0,16.0,6580.75
172.0,50.0,17.0,6876.0
172.0,51.0,18.0,9613.0
172.0,52.0,10.0,4297.795
172.0,53.0,20.0,7300.5
172.0,54.0,11.0,5093.0
172.0,55.0,21.0,9530.5
172.0,56.0,13.0,4860.6665
172.0,57.0,13.0,9438.0
172.0,58.0,16.0,8777.75
172.0,59.0,5.0,8583.0
172.0,60.0,11.0,9515.0
172.0,61.0,5.0,4476.5
172.0,62.0,13.0,9575.0
172.0,63.0,7.0,4445.0
172.0,64.0,5.0,4813.8774
172.0,65.0,7.0,9084.0
172.0,66.0,20.0,9532.0
172.0,67.0,22.0,9566.0
172.0,68.0,15.0,9549.333
172.0,69.0,33.0,9575.0
172.0,70.0,18.0,9613.0
172.0,71.0,10.0,8562.5
172.0,72.0,5.0,9613.0
172.0,73.0,3.0,9522.75
172.0,74.0,4.0,4993.5
172.0,75.0,18.0,9515.0
172.0,76.0,8.0,9269.5
172.0,77.0,13.0,8366.75
172.0,78.0,8.0,7226.6665
172.0,79.0,11.0,9438.0
172.0,80.0,7.0,9566.0
172.0,81.0,10.0,9438.0
172.0,82.0,5.0,9205.0
172.0,83.0,6.0,6427.0
172.0,84.0,4.0,6094.09
172.0,85.0,8.0,4887.0
172.0,86.0,4.0,4146.2829999999985
172.0,87.0,5.0,5348.0
172.0,88.0,3.0,5324.0
172.0,89.0,5.0,4776.5303
172.0,90.0,4.0,9530.333
172.0,91.0,3.0,4621.1333
172.0,92.0,5.0,6268.02
172.0,93.0,4.0,5002.25
172,94,1,0
172.0,95.0,4.0,5506.6665
172.0,96.0,1.0,4029.0
172.0,97.0,3.0,4805.4053
172.0,98.0,7.0,5360.0
172,99,1,0
173,0,1,0
173,1,3,0
173,2,0,0
173,3,2,0
173,4,2,0
173,5,1,0
173.0,6.0,3.0,3955.5825
173,7,2,0
173,8,2,0
173.0,9.0,3.0,6515.0
173.0,10.0,6.0,5305.82
173.0,11.0,7.0,5362.3335
173.0,12.0,3.0,4980.5176
173.0,13.0,9.0,6861.0
173.0,14.0,3.0,5344.055
173.0,15.0,3.0,4383.013
173.0,16.0,3.0,4268.0
173.0,17.0,6.0,7103.625
173.0,18.0,5.0,4302.6665
173.0,19.0,9.0,5645.6665
173.0,20.0,3.0,8633.75
173.0,21.0,11.0,9221.0
173.0,22.0,6.0,4120.3765
173.0,23.0,20.0,5429.7725
173.0,24.0,2.0,4253.718
173.0,25.0,11.0,5525.77
173.0,26.0,7.0,4995.86
173.0,27.0,7.0,4720.55
173.0,28.0,11.0,5114.0
173.0,29.0,5.0,4542.715
173.0,30.0,8.0,5334.3667
173.0,31.0,5.0,4933.0
173.0,32.0,10.0,5876.3374
173.0,33.0,16.0,9610.333
173.0,34.0,9.0,4906.0
173.0,35.0,14.0,4812.75
173.0,36.0,7.0,4572.775
173.0,37.0,9.0,4579.0
173.0,38.0,13.0,6635.5
173.0,39.0,11.0,9319.0
173.0,40.0,8.0,5338.3335
173.0,41.0,9.0,5349.05
173.0,42.0,15.0,5757.0
173.0,43.0,11.0,5652.9336
173.0,44.0,15.0,5680.8
173.0,45.0,14.0,4885.0
173.0,46.0,21.0,7841.0
173.0,47.0,22.0,5766.9155
173.0,48.0,20.0,5286.9
173.0,49.0,27.0,7815.9746
173.0,50.0,23.0,5924.814
173.0,51.0,9.0,4469.0
173.0,52.0,12.0,8152.75
173.0,53.0,12.0,4309.5
173.0,54.0,11.0,4403.0
173.0,55.0,9.0,5542.8374
173.0,56.0,11.0,4871.0
173.0,57.0,10.0,5143.45
173.0,58.0,10.0,5844.0
173.0,59.0,5.0,4439.5
173.0,60.0,8.0,9566.0
173.0,61.0,12.0,9536.667
173.0,62.0,9.0,4570.21
173.0,63.0,10.0,8535.333
173.0,64.0,10.0,9584.0
173.0,65.0,11.0,8868.667
173.0,66.0,21.0,9554.667
173.0,67.0,15.0,9586.333
173.0,68.0,13.0,9054.5
173.0,69.0,14.0,9378.5
173.0,70.0,31.0,9485.75
173.0,71.0,12.0,9575.0
173.0,72.0,4.0,7959.3335
173.0,73.0,8.0,9545.667
173.0,74.0,8.0,9331.5
173.0,75.0,13.0,9084.0
173.0,76.0,9.0,9522.75
173.0,77.0,5.0,8583.0
173.0,78.0,7.0,5884.0
173.0,79.0,9.0,9613.0
173.0,80.0,7.0,9438.0
173.0,81.0,10.0,5046.6
173.0,82.0,11.0,7959.3335
173.0,83.0,6.0,5019.6733
173.0,84.0,6.0,4455.343
173.0,85.0,6.0,4470.0
173.0,86.0,2.0,6113.233
173.0,87.0,5.0,4598.0
173.0,88.0,4.0,4447.6
173.0,89.0,5.0,9045.0
173.0,90.0,5.0,5651.3335
173.0,91.0,4.0,5445.85
173.0,92.0,3.0,8598.667
173,93,0,0
173.0,94.0,2.0,4127.76
173.0,95.0,2.0,5549.05
173,96,1,0
173.0,97.0,3.0,3845.0
173.0,98.0,2.0,5308.3335
173.0,99.0,3.0,7045.0
174,0,2,0
174,1,0,0
174.0,2.0,1.0,3924.6633
174,3,5,0
174,4,0,0
174,5,2,0
174,6,1,0
174,7,2,0
174.0,8.0,5.0,4036.0
174.0,9.0,3.0,4367.75
174.0,10.0,7.0,4412.1875
174.0,11.0,5.0,4185.08
174.0,12.0,6.0,4409.0
174,13,2,0
174.0,14.0,4.0,3999.3
174.0,15.0,5.0,5268.875
174.0,16.0,3.0,4878.0
174.0,17.0,6.0,4632.3335
174.0,18.0,13.0,7007.0
174.0,19.0,5.0,5307.6665
174.0,20.0,9.0,5023.782
174.0,21.0,4.0,4561.3335
174.0,22.0,14.0,4965.5
174.0,23.0,23.0,6608.3335
174.0,24.0,11.0,4374.3335
174.0,25.0,7.0,5287.19
174.0,26.0,6.0,5370.0
174.0,27.0,10.0,5702.1
174.0,28.0,6.0,7954.0
174.0,29.0,9.0,5687.1104
174.0,30.0,5.0,4948.42
174.0,31.0,9.0,4427.64
174.0,32.0,8.0,5218.245
174.0,33.0,6.0,5076.0
174.0,34.0,13.0,9566.0
174.0,35.0,12.0,6515.7427
174.0,36.0,5.0,9223.0
174.0,37.0,9.0,4955.915
174.0,38.0,11.0,5715.75
174.0,39.0,20.0,5380.0
174.0,40.0,7.0,5191.5
174.0,41.0,12.0,7270.93
174.0,42.0,9.0,5250.0
174.0,43.0,16.0,9516.75
174.0,44.0,9.0,4987.0
174.0,45.0,18.0,5512.0
174.0,46.0,50.0,5951.0
174.0,47.0,28.0,9530.5
174.0,48.0,23.0,9269.5
174.0,49.0,24.0,7465.5
174.0,50.0,17.0,6550.375
174.0,51.0,19.0,4981.5
174.0,52.0,15.0,8630.0
174.0,53.0,10.0,4831.0
174.0,54.0,16.0,5497.0
174.0,55.0,14.0,5354.0
174.0,56.0,10.0,6276.875
174.0,57.0,12.0,4460.0
174.0,58.0,16.0,5807.0
174.0,59.0,11.0,9429.75
174.0,60.0,10.0,9045.0
174.0,61.0,17.0,8851.0
174.0,62.0,8.0,9122.667
174.0,63.0,6.0,8982.5
174.0,64.0,14.0,9515.0
174.0,65.0,12.0,9531.0
174.0,66.0,7.0,9574.5
174.0,67.0,23.0,9560.75
174.0,68.0,18.0,9522.75
174.0,69.0,14.0,9578.5
174.0,70.0,16.0,9603.0
174.0,71.0,9.0,5930.0664
174.0,72.0,7.0,9365.0
174.0,73.0,7.0,9205.0
174.0,74.0,16.0,9281.25
174.0,75.0,15.0,8511.5
174.0,76.0,22.0,9578.5
174.0,77.0,11.0,9136.5
174.0,78.0,5.0,9485.75
174.0,79.0,3.0,6344.54
174.0,80.0,8.0,4056.4102
174.0,81.0,4.0,5866.6665
174.0,82.0,4.0,5952.0
174.0,83.0,7.0,8946.333
174.0,84.0,3.0,5156.105
174.0,85.0,4.0,8906.0
174.0,86.0,3.0,4777.0
174.0,87.0,6.0,5289.0
174.0,88.0,3.0,4410.5
174.0,89.0,6.0,4609.655
174.0,90.0,5.0,4473.0
174.0,91.0,3.0,8868.667
174.0,92.0,2.0,4981.5
174.0,93.0,6.0,4871.0
174.0,94.0,3.0,5766.3335
174.0,95.0,3.0,7636.0
174.0,96.0,1.0,8868.667
174.0,97.0,3.0,4193.29
174.0,98.0,3.0,6006.0
174,99,0,0
175,0,0,0
175,1,0,0
175,2,0,0
175,3,0,0
175,4,0,0
175,5,0,0
175,6,0,0
175,7,1,0
175,8,1,0
175.0,9.0,4.0,4232.0
175.0,10.0,7.0,4595.225
175.0,11.0,5.0,4512.96
175,12,2,0
175.0,13.0,5.0,6084.3335
175.0,14.0,6.0,5152.72
175.0,15.0,8.0,5570.6665
175.0,16.0,5.0,5100.1
175.0,17.0,5.0,4392.0
175.0,18.0,12.0,4805.4053
175.0,19.0,3.0,5920.0
175.0,20.0,8.0,6664.267
175.0,21.0,9.0,5095.6333
175.0,22.0,7.0,5874.075
175.0,23.0,22.0,6162.0
175.0,24.0,5.0,5601.406999999997
175.0,25.0,9.0,4330.0
175.0,26.0,4.0,4097.255
175.0,27.0,9.0,4357.75
175.0,28.0,11.0,9136.5
175.0,29.0,9.0,4777.3335
175.0,30.0,6.0,4342.0
175.0,31.0,8.0,9603.0
175.0,32.0,6.0,4780.0
175.0,33.0,3.0,4445.46
175.0,34.0,10.0,7568.6665
175.0,35.0,12.0,5628.543000000002
175.0,36.0,9.0,8366.0
175.0,37.0,8.0,7022.6104
175.0,38.0,4.0,4705.45
175.0,39.0,15.0,5873.0
175.0,40.0,10.0,4827.5
175.0,41.0,11.0,5385.5
175.0,42.0,6.0,4530.725
175.0,43.0,10.0,6255.0
175.0,44.0,12.0,7191.5
175.0,45.0,16.0,5613.543000000002
175.0,46.0,37.0,7815.9746
175.0,47.0,29.0,9554.0
175.0,48.0,21.0,8583.0
175.0,49.0,17.0,5669.1
175.0,50.0,13.0,5076.0
175.0,51.0,17.0,6937.0
175.0,52.0,17.0,8218.5
175.0,53.0,10.0,6890.175
175.0,54.0,10.0,5602.3
175.0,55.0,9.0,4841.25
175.0,56.0,10.0,4341.835
175.0,57.0,9.0,4460.0
175.0,58.0,10.0,8562.5
175.0,59.0,2.0,4088.8901
175.0,60.0,9.0,9133.667
175.0,61.0,7.0,4764.455
175.0,62.0,6.0,4029.1523
175.0,63.0,9.0,9536.667
175.0,64.0,9.0,7684.0
175.0,65.0,15.0,8868.667
175.0,66.0,10.0,9221.0
175.0,67.0,22.0,9578.5
175.0,68.0,14.0,9378.5
175.0,69.0,12.0,9191.0
175.0,70.0,26.0,9438.0
175.0,71.0,11.0,9603.0
175.0,72.0,6.0,9589.667
175.0,73.0,6.0,8982.5
175.0,74.0,26.0,8472.667
175.0,75.0,23.0,9191.0
175.0,76.0,50.0,9515.0
175.0,77.0,4.0,9515.0
175.0,78.0,8.0,9280.0
175.0,79.0,10.0,9378.5
175.0,80.0,3.0,4080.1
175.0,81.0,3.0,5204.987
175.0,82.0,4.0,4920.0
175.0,83.0,10.0,8982.5
175.0,84.0,7.0,8982.5
175,85,0,0
175.0,86.0,6.0,5160.0
175.0,87.0,9.0,7994.6665
175.0,88.0,5.0,7810.0
175.0,89.0,4.0,7857.9336
175.0,90.0,4.0,5046.6
175.0,91.0,3.0,4329.5
175.0,92.0,7.0,8868.667
175.0,93.0,3.0,8868.667
175,94,0,0
175,95,0,0
175.0,96.0,2.0,4984.5674
175,97,2,0
175,98,0,0
175.0,99.0,3.0,4387.0
176,0,2,0
176,1,2,0
176,2,1,0
176,3,0,0
176,4,2,0
176,5,1,0
176,6,2,0
176.0,7.0,2.0,3305.25
176,8,2,0
176.0,9.0,2.0,4969.0
176.0,10.0,6.0,5300.0
176.0,11.0,4.0,5789.3574
176.0,12.0,3.0,4901.3335
176.0,13.0,4.0,4223.3335
176.0,14.0,4.0,4722.154
176.0,15.0,8.0,7052.0
176.0,16.0,5.0,4476.0
176.0,17.0,4.0,4964.7026
176.0,18.0,10.0,5032.733
176.0,19.0,11.0,5534.25
176.0,20.0,8.0,4285.6665
176.0,21.0,4.0,4103.3765
176.0,22.0,9.0,6746.0
176.0,23.0,19.0,4331.75
176.0,24.0,11.0,4484.0
176.0,25.0,10.0,6596.857
176.0,26.0,6.0,8641.667
176.0,27.0,9.0,5286.9
176.0,28.0,4.0,5290.0
176.0,29.0,7.0,8582.667
176.0,30.0,10.0,8227.0
176.0,31.0,7.0,4956.0
176.0,32.0,11.0,5359.7246
176.0,33.0,11.0,5876.5
176.0,34.0,8.0,6878.0
176.0,35.0,10.0,4499.0
176.0,36.0,11.0,5307.0
176.0,37.0,12.0,8562.5
176.0,38.0,7.0,4572.525
176.0,39.0,12.0,6821.75
176.0,40.0,6.0,5512.0
176.0,41.0,11.0,9516.75
176.0,42.0,22.0,5223.6665
176.0,43.0,18.0,7173.3335
176.0,44.0,10.0,7176.0
176.0,45.0,18.0,7066.6665
176.0,46.0,16.0,9342.0
176.0,47.0,13.0,4684.0
176.0,48.0,16.0,4903.0
176.0,49.0,11.0,4957.3823
176.0,50.0,11.0,9412.0
176.0,51.0,3.0,4848.5
176.0,52.0,18.0,6891.6665
176.0,53.0,14.0,9365.0
176.0,54.0,9.0,6876.0
176.0,55.0,5.0,4412.0
176.0,56.0,8.0,4861.0
176.0,57.0,10.0,4458.5
176.0,58.0,11.0,5634.6665
176.0,59.0,8.0,4399.3335
176.0,60.0,5.0,4359.5
176.0,61.0,9.0,9516.75
176.0,62.0,12.0,9438.0
176.0,63.0,7.0,8188.65
176.0,64.0,8.0,8868.667
176.0,65.0,11.0,8868.667
176.0,66.0,10.0,9412.0
176.0,67.0,10.0,8868.667
176.0,68.0,13.0,9045.0
176.0,69.0,12.0,9269.5
176.0,70.0,24.0,9603.0
176.0,71.0,8.0,9531.0
176.0,72.0,5.0,9378.5
176.0,73.0,10.0,9613.0
176.0,74.0,46.0,9136.5
176.0,75.0,26.0,9542.5
176.0,76.0,26.0,7841.0
176.0,77.0,8.0,9168.333
176.0,78.0,2.0,9412.0
176.0,79.0,9.0,8946.333
176.0,80.0,9.0,9378.5
176.0,81.0,7.0,9353.0
176.0,82.0,3.0,4620.34
176.0,83.0,3.0,4078.0
176.0,84.0,3.0,5063.64
176.0,85.0,6.0,5781.0
176.0,86.0,4.0,4861.0
176.0,87.0,2.0,3307.0
176.0,88.0,5.0,8741.667
176.0,89.0,6.0,4294.7427
176.0,90.0,8.0,5645.5
176.0,91.0,5.0,8982.5
176.0,92.0,3.0,5374.5
176.0,93.0,1.0,9092.5
176.0,94.0,7.0,5778.5
176.0,95.0,5.0,8868.667
176.0,96.0,2.0,3815.0
176.0,97.0,1.0,4676.51
176.0,98.0,5.0,5725.0
176,99,0,0
177,0,0,0
177,1,2,0
177,2,2,0
177.0,3.0,2.0,3585.87
177,4,3,0
177,5,2,0
177,6,4,0
177,7,1,0
177,8,3,0
177.0,9.0,4.0,4440.0
177.0,10.0,1.0,4328.0
177.0,11.0,5.0,4333.55
177.0,12.0,5.0,4266.23
177.0,13.0,4.0,4479.0
177.0,14.0,8.0,5227.0
177.0,15.0,5.0,8868.667
177.0,16.0,9.0,9130.0
177.0,17.0,4.0,4523.0
177.0,18.0,7.0,5577.1
177.0,19.0,5.0,4610.785
177.0,20.0,9.0,6912.375
177.0,21.0,6.0,4819.12
177.0,22.0,6.0,4646.3335
177.0,23.0,20.0,5572.01
177.0,24.0,4.0,4939.25
177.0,25.0,9.0,8724.5
177.0,26.0,11.0,5994.05
177.0,27.0,4.0,4909.0
177.0,28.0,11.0,4579.48
177.0,29.0,9.0,9566.0
177.0,30.0,8.0,9515.0
177.0,31.0,9.0,9578.5
177.0,32.0,7.0,5010.008
177.0,33.0,8.0,5152.3335
177.0,34.0,10.0,4925.605
177.0,35.0,10.0,5055.47
177.0,36.0,6.0,5651.3335
177.0,37.0,8.0,5427.0
177.0,38.0,13.0,5481.065
177.0,39.0,11.0,9084.0
177.0,40.0,13.0,5032.733
177.0,41.0,11.0,6240.36
177.0,42.0,10.0,4529.35
177.0,43.0,10.0,5600.0
177.0,44.0,18.0,5649.37
177.0,45.0,5.0,4886.94
177.0,46.0,16.0,9508.667
177.0,47.0,19.0,5350.25
177.0,48.0,19.0,9146.0
177.0,49.0,12.0,4848.5
177.0,50.0,8.0,5149.5
177.0,51.0,12.0,4833.0
177.0,52.0,12.0,4633.3325
177.0,53.0,12.0,4478.3335
177.0,54.0,12.0,8835.25
177.0,55.0,6.0,4460.0
177.0,56.0,9.0,5645.5
177.0,57.0,16.0,9269.5
177.0,58.0,12.0,5000.0
177.0,59.0,10.0,5143.45
177.0,60.0,4.0,8868.667
177.0,61.0,9.0,9269.5
177.0,62.0,8.0,4610.0
177.0,63.0,10.0,4297.325
