ra,dec,total,teff
160.0,41.0,9.0,9575.0
160.0,42.0,21.0,5813.6665
160.0,43.0,18.0,4483.0
160.0,44.0,20.0,5022.3335
160.0,45.0,18.0,7051.0
160.0,46.0,28.0,7595.0
160.0,47.0,14.0,5056.16
160.0,48.0,27.0,9281.25
160.0,49.0,22.0,5757.0
160.0,50.0,15.0,4995.86
160.0,51.0,16.0,9429.75
160.0,52.0,12.0,4390.0
160.0,53.0,14.0,5163.2
160.0,54.0,14.0,5786.0
160.0,55.0,15.0,9515.0
160.0,56.0,12.0,5352.0
160.0,57.0,8.0,6211.0
160.0,58.0,14.0,5956.25
160.0,59.0,10.0,4885.0
160.0,60.0,18.0,9266.0
160.0,61.0,20.0,8868.667
160.0,62.0,11.0,8562.5
160.0,63.0,9.0,8946.333
160.0,64.0,8.0,5292.3335
160.0,65.0,11.0,4968.6665
160.0,66.0,6.0,5355.75
160.0,67.0,14.0,8982.5
160.0,68.0,8.0,9325.0
160.0,69.0,12.0,9575.0
160.0,70.0,12.0,9165.0
160.0,71.0,9.0,9531.0
160.0,72.0,14.0,8582.667
160.0,73.0,14.0,9575.0
160.0,74.0,4.0,3908.45
160.0,75.0,3.0,4587.845
160,76,3,0
160.0,77.0,9.0,9579.0
160.0,78.0,7.0,9545.667
160.0,79.0,7.0,9578.5
160.0,80.0,7.0,9566.0
160.0,81.0,9.0,9613.0
160.0,82.0,5.0,4365.503
160.0,83.0,11.0,8868.667
160.0,84.0,9.0,8873.0
160.0,85.0,5.0,5585.6665
160.0,86.0,2.0,5276.6665
160.0,87.0,10.0,5359.6665
160.0,88.0,9.0,8613.75
160.0,89.0,5.0,4787.0024
160.0,90.0,5.0,4899.2
160.0,91.0,3.0,4427.64
160.0,92.0,1.0,3713.0
160,93,0,0
160.0,94.0,4.0,8868.667
160.0,95.0,2.0,4344.085
160,96,1,0
160.0,97.0,4.0,4135.64
160,98,0,0
160.0,99.0,3.0,4759.8203
161.0,0.0,3.0,3584.6667
161,1,1,0
161,2,0,0
161,3,0,0
161,4,0,0
161,5,0,0
161,6,1,0
161,7,1,0
161.0,8.0,4.0,4224.95
161.0,9.0,3.0,9613.0
161.0,10.0,2.0,4897.0
161.0,11.0,2.0,4403.0
161.0,12.0,3.0,4427.0
161.0,13.0,3.0,5076.4023
161.0,14.0,7.0,6854.3335
161.0,15.0,7.0,4434.0
161.0,16.0,5.0,4405.0
161.0,17.0,7.0,5350.3335
161.0,18.0,9.0,4178.0
161.0,19.0,12.0,4407.6665
161.0,20.0,10.0,5341.8
161.0,21.0,7.0,9574.5
161.0,22.0,23.0,9566.0
161.0,23.0,12.0,5854.0
161.0,24.0,9.0,9119.0
161.0,25.0,10.0,8103.25
161.0,26.0,7.0,5623.5
161.0,27.0,10.0,6012.0
161.0,28.0,6.0,9572.75
161.0,29.0,9.0,8951.333
161.0,30.0,6.0,9584.5
161.0,31.0,6.0,4996.75
161.0,32.0,11.0,4707.9697
161.0,33.0,6.0,4384.7246
161.0,34.0,12.0,4866.0
161.0,35.0,11.0,5262.0
161.0,36.0,7.0,7037.0
161.0,37.0,8.0,5194.5
161.0,38.0,9.0,5074.403
161.0,39.0,13.0,4954.0
161.0,40.0,8.0,6459.0
161.0,41.0,14.0,5660.6665
161.0,42.0,12.0,4777.0
161.0,43.0,20.0,9566.0
161.0,44.0,14.0,4465.0
161.0,45.0,18.0,5504.0
161.0,46.0,21.0,6849.6396
161.0,47.0,10.0,4472.0
161.0,48.0,25.0,6164.0
161.0,49.0,26.0,9618.0
161.0,50.0,28.0,9205.0
161.0,51.0,12.0,5884.6104
161.0,52.0,7.0,4777.0
161.0,53.0,14.0,5132.7134
161.0,54.0,9.0,9458.5
161.0,55.0,22.0,9467.0
161.0,56.0,17.0,7894.75
161.0,57.0,7.0,9495.0
161.0,58.0,14.0,9365.0
161.0,59.0,16.0,9512.0
161.0,60.0,21.0,8868.667
161.0,61.0,26.0,8868.667
161.0,62.0,14.0,8725.667
161.0,63.0,7.0,4904.4526
161.0,64.0,9.0,5276.42
161.0,65.0,11.0,5947.0
161.0,66.0,20.0,8868.667
161.0,67.0,16.0,8868.667
161.0,68.0,9.0,8868.667
161.0,69.0,8.0,9515.0
161.0,70.0,13.0,9084.0
161.0,71.0,14.0,8982.5
161.0,72.0,15.0,8725.667
161.0,73.0,17.0,9552.333
161.0,74.0,14.0,8865.25
161.0,75.0,5.0,9566.0
161.0,76.0,9.0,9331.5
161.0,77.0,7.0,4636.49
161.0,78.0,3.0,9581.667
161.0,79.0,15.0,9586.333
161.0,80.0,18.0,9606.0
161.0,81.0,4.0,9307.0
161.0,82.0,10.0,9578.5
161.0,83.0,16.0,9575.0
161.0,84.0,6.0,4282.27
161.0,85.0,4.0,5192.2
161.0,86.0,6.0,5875.0
161.0,87.0,8.0,9593.0
161.0,88.0,5.0,4791.26
161.0,89.0,2.0,4907.27
161.0,90.0,4.0,4670.47
161.0,91.0,3.0,5294.8926
161.0,92.0,4.0,8868.667
161.0,93.0,2.0,4297.5
161.0,94.0,3.0,3901.5
161.0,95.0,1.0,3990.0
161.0,96.0,4.0,5884.25
161.0,97.0,3.0,5145.99
161.0,98.0,2.0,9532.0
161.0,99.0,2.0,4126.8735
162,0,1,0
162,1,0,0
162,2,2,0
162,3,1,0
162,4,0,0
162,5,1,0
162,6,0,0
162,7,2,0
162,8,2,0
162.0,9.0,2.0,3946.5
162.0,10.0,5.0,5812.0
162.0,11.0,2.0,4073.2864
162.0,12.0,4.0,8940.0
162.0,13.0,4.0,4184.9375
162.0,14.0,6.0,4443.8203
162.0,15.0,3.0,5086.8
162.0,16.0,4.0,5849.0146
162.0,17.0,9.0,4485.0
162.0,18.0,4.0,4881.798
162.0,19.0,8.0,8552.75
162.0,20.0,11.0,7908.5
162.0,21.0,6.0,5363.55
162.0,22.0,19.0,5108.46
162.0,23.0,9.0,5787.0
162.0,24.0,4.0,4707.9697
162.0,25.0,9.0,5825.3335
162.0,26.0,12.0,4971.5
162.0,27.0,9.0,4907.3335
162.0,28.0,16.0,4492.0
162.0,29.0,6.0,4572.525
162.0,30.0,12.0,5624.52
162.0,31.0,6.0,4497.0
162.0,32.0,11.0,5889.5
162.0,33.0,10.0,6511.75
162.0,34.0,4.0,5168.7437
162.0,35.0,16.0,5512.0
162.0,36.0,9.0,6610.4053
162.0,37.0,4.0,5831.0
162.0,38.0,8.0,4335.0
162.0,39.0,5.0,5823.1953
162.0,40.0,9.0,6160.0
162.0,41.0,19.0,5286.9
162.0,42.0,14.0,5586.5
162.0,43.0,19.0,9575.0
162.0,44.0,7.0,5534.25
162.0,45.0,22.0,5512.05
162.0,46.0,18.0,9084.0
162.0,47.0,16.0,4912.6177
162.0,48.0,24.0,7620.0
162.0,49.0,12.0,5095.6333
162.0,50.0,13.0,6284.0
162.0,51.0,19.0,5446.5225
162.0,52.0,13.0,5669.1
162.0,53.0,16.0,9532.0
162.0,54.0,15.0,5365.0
162.0,55.0,16.0,5143.45
162.0,56.0,15.0,9326.0
162.0,57.0,16.0,9583.667
162.0,58.0,9.0,4535.6074
162.0,59.0,19.0,9353.0
162.0,60.0,24.0,9438.0
162.0,61.0,10.0,9438.0
162.0,62.0,33.0,9556.0
162.0,63.0,21.0,9281.25
162.0,64.0,17.0,5504.0
162.0,65.0,9.0,9522.75
162.0,66.0,12.0,9566.0
162.0,67.0,14.0,9522.75
162.0,68.0,12.0,8868.667
162.0,69.0,10.0,8712.0
162.0,70.0,17.0,9575.0
162.0,71.0,9.0,9485.75
162.0,72.0,16.0,8604.75
162.0,73.0,20.0,9516.75
162.0,74.0,21.0,9516.75
162.0,75.0,8.0,6142.3335
162.0,76.0,4.0,4324.145
162.0,77.0,8.0,7147.0
162.0,78.0,7.0,9582.75
162.0,79.0,17.0,9603.0
162.0,80.0,16.0,9584.5
162.0,81.0,13.0,9531.0
162.0,82.0,14.0,9566.0
162.0,83.0,9.0,8868.667
162.0,84.0,6.0,5763.6665
162.0,85.0,7.0,3936.0
162.0,86.0,6.0,9551.25
162.0,87.0,9.0,5727.5
162.0,88.0,5.0,8598.667
162.0,89.0,4.0,4027.1948
162.0,90.0,3.0,9613.0
162.0,91.0,4.0,8506.5
162.0,92.0,4.0,4297.0576
162.0,93.0,4.0,5234.16
162.0,94.0,4.0,8868.667
162,95,1,0
162.0,96.0,2.0,4782.435
162.0,97.0,2.0,4279.3335
162.0,98.0,5.0,4998.0
162.0,99.0,2.0,9028.5
163,0,2,0
163,1,0,0
163,2,1,0
163,3,2,0
163,4,0,0
163,5,0,0
163,6,3,0
163,7,3,0
163,8,1,0
163.0,9.0,3.0,4012.7666
163.0,10.0,3.0,4385.3335
163.0,11.0,3.0,5564.05
163.0,12.0,4.0,9429.75
163.0,13.0,6.0,4467.5
163.0,14.0,6.0,4831.0
163.0,15.0,8.0,4487.0
163.0,16.0,6.0,4847.735
163.0,17.0,5.0,5601.0
163.0,18.0,5.0,4085.3276
163.0,19.0,9.0,6350.0
163.0,20.0,6.0,9575.0
163.0,21.0,7.0,9552.333
163.0,22.0,27.0,5767.0
163.0,23.0,5.0,5077.1523
163.0,24.0,13.0,5342.0
163.0,25.0,2.0,5575.0
163.0,26.0,9.0,4322.0
163.0,27.0,4.0,4983.61
163.0,28.0,2.0,5735.0
163.0,29.0,10.0,9586.333
163.0,30.0,4.0,3717.06
163.0,31.0,13.0,5735.0
163.0,32.0,11.0,5076.0
163.0,33.0,14.0,5739.0522
163.0,34.0,6.0,7381.75
163.0,35.0,7.0,4906.02
163.0,36.0,10.0,4995.6665
163.0,37.0,5.0,5947.0
163.0,38.0,12.0,5355.0
163.0,39.0,10.0,4774.3174
163.0,40.0,12.0,5086.8
163.0,41.0,10.0,4531.275
163.0,42.0,27.0,5809.25
163.0,43.0,15.0,4923.22
163.0,44.0,12.0,8730.0
163.0,45.0,14.0,5247.967
163.0,46.0,21.0,9552.333
163.0,47.0,18.0,9566.0
163.0,48.0,20.0,7047.425
163.0,49.0,15.0,9554.25
163.0,50.0,12.0,5250.0
163.0,51.0,14.0,6858.467
163.0,52.0,18.0,5252.0
163.0,53.0,15.0,6536.0
163.0,54.0,17.0,9189.0
163.0,55.0,19.0,8928.5
163.0,56.0,25.0,4903.0
163.0,57.0,10.0,5355.75
163.0,58.0,16.0,5000.0
163.0,59.0,14.0,8565.0
163.0,60.0,14.0,9438.0
163.0,61.0,19.0,9566.0
163.0,62.0,24.0,9084.0
163.0,63.0,16.0,8355.667
163.0,64.0,12.0,9508.667
163.0,65.0,15.0,8977.667
163.0,66.0,11.0,8868.667
163.0,67.0,11.0,9438.0
163.0,68.0,18.0,9269.5
163.0,69.0,10.0,8868.667
163.0,70.0,13.0,9536.667
163.0,71.0,12.0,9581.667
163.0,72.0,21.0,9566.0
163.0,73.0,11.0,8865.25
163.0,74.0,24.0,9515.0
163.0,75.0,11.0,9326.0
163.0,76.0,10.0,9578.5
163.0,77.0,4.0,9492.75
163.0,78.0,3.0,7078.93
163.0,79.0,20.0,9613.0
163.0,80.0,15.0,9554.0
163.0,81.0,14.0,9552.0
163.0,82.0,10.0,9554.0
163.0,83.0,9.0,8871.0
163.0,84.0,6.0,4999.6025
163.0,85.0,4.0,5355.0
163.0,86.0,5.0,6751.0
163.0,87.0,3.0,5549.4927
163.0,88.0,3.0,8553.75
163.0,89.0,6.0,4451.25
163.0,90.0,5.0,4867.9175
163.0,91.0,2.0,5095.6333
163.0,92.0,2.0,4854.01
163.0,93.0,2.0,5720.0674
163.0,94.0,4.0,8868.667
163.0,95.0,4.0,8725.667
163.0,96.0,1.0,3950.0
163.0,97.0,1.0,4238.88
163.0,98.0,1.0,3910.5
163.0,99.0,4.0,7577.465
164,0,1,0
164,1,0,0
164,2,1,0
164,3,1,0
164,4,0,0
164,5,1,0
164.0,6.0,2.0,4053.06
164,7,2,0
164.0,8.0,3.0,4579.48
164.0,9.0,2.0,5014.277
164.0,10.0,3.0,5624.06
164.0,11.0,6.0,4979.02
164.0,12.0,6.0,4543.6167
164.0,13.0,2.0,4305.64
164.0,14.0,4.0,9566.0
164.0,15.0,8.0,4472.0
164.0,16.0,9.0,4944.0864
164.0,17.0,4.0,6650.0
164.0,18.0,6.0,4454.16
164.0,19.0,2.0,4006.1667
164.0,20.0,7.0,5058.16
164.0,21.0,6.0,5650.7
164.0,22.0,17.0,5612.1
164.0,23.0,7.0,4306.5
164.0,24.0,10.0,4817.0
164.0,25.0,5.0,4472.0
164.0,26.0,14.0,9084.0
164.0,27.0,13.0,5111.865
164.0,28.0,9.0,5176.75
164.0,29.0,10.0,4415.775
164.0,30.0,10.0,9536.667
164.0,31.0,14.0,8134.3335
164.0,32.0,6.0,5067.13
164.0,33.0,5.0,4908.7935
164.0,34.0,9.0,5263.4
164.0,35.0,9.0,5428.3335
164.0,36.0,10.0,5823.6665
164.0,37.0,10.0,5719.23
164.0,38.0,11.0,9154.0
164.0,39.0,7.0,4346.1
164.0,40.0,9.0,4930.6665
164.0,41.0,16.0,5822.22
164.0,42.0,17.0,4912.6177
164.0,43.0,12.0,5143.45
164.0,44.0,9.0,5661.0
164.0,45.0,12.0,6745.6
164.0,46.0,14.0,4968.6665
164.0,47.0,14.0,6138.0
164.0,48.0,21.0,6663.3335
164.0,49.0,11.0,4482.0
164.0,50.0,21.0,7176.0
164.0,51.0,17.0,9412.0
164.0,52.0,6.0,5575.0
164.0,53.0,21.0,8730.0
164.0,54.0,13.0,5143.45
164.0,55.0,22.0,6130.0
164.0,56.0,11.0,5000.0
164.0,57.0,11.0,5812.5
164.0,58.0,15.0,8498.0
164.0,59.0,14.0,8982.5
164.0,60.0,17.0,9084.0
164.0,61.0,21.0,9532.0
164.0,62.0,18.0,9593.0
164.0,63.0,8.0,4779.0
164.0,64.0,12.0,8982.5
164.0,65.0,16.0,9164.667
164.0,66.0,12.0,8868.667
164.0,67.0,10.0,9516.75
164.0,68.0,14.0,9084.0
164.0,69.0,9.0,9579.5
164.0,70.0,13.0,9269.5
164.0,71.0,13.0,9613.0
164.0,72.0,18.0,9365.0
164.0,73.0,11.0,9512.0
164.0,74.0,28.0,9579.0
164.0,75.0,10.0,9516.75
164.0,76.0,10.0,9522.75
164.0,77.0,6.0,9566.0
164.0,78.0,12.0,7270.93
164.0,79.0,8.0,9549.333
164.0,80.0,13.0,9581.667
164.0,81.0,20.0,9378.5
164.0,82.0,6.0,9575.0
164.0,83.0,9.0,9516.75
164.0,84.0,8.0,5663.7427
164.0,85.0,5.0,4890.0
164.0,86.0,3.0,4394.15
164.0,87.0,5.0,4294.7427
164.0,88.0,12.0,9331.5
164.0,89.0,4.0,6271.6665
164.0,90.0,4.0,4594.435
164.0,91.0,1.0,4456.7666
164.0,92.0,3.0,8868.667
164.0,93.0,2.0,5149.17
164,94,0,0
164.0,95.0,2.0,8561.333
164,96,1,0
164,97,1,0
164.0,98.0,3.0,4106.2827
164.0,99.0,2.0,4073.5
165,0,0,0
165,1,0,0
165,2,0,0
165,3,0,0
165,4,1,0
165,5,0,0
165,6,0,0
165,7,3,0
165,8,1,0
165.0,9.0,7.0,5352.6
165.0,10.0,1.0,4117.5376
165.0,11.0,2.0,3549.3625
165.0,12.0,3.0,5449.83
165.0,13.0,5.0,4999.36
165.0,14.0,4.0,9553.75
165.0,15.0,4.0,5815.0
165.0,16.0,6.0,5515.85
165.0,17.0,12.0,9477.25
165.0,18.0,8.0,6375.25
165.0,19.0,5.0,4307.0
165.0,20.0,9.0,4591.5
165.0,21.0,10.0,4443.427
165.0,22.0,14.0,4420.75
165.0,23.0,17.0,5238.16
165.0,24.0,14.0,5034.5576
165.0,25.0,7.0,8630.0
165.0,26.0,15.0,5296.3335
165.0,27.0,7.0,4669.13
165.0,28.0,13.0,7808.0
165.0,29.0,8.0,6078.6665
165.0,30.0,7.0,5971.15
165.0,31.0,13.0,6520.6665
165.0,32.0,9.0,4404.0
165.0,33.0,9.0,5664.8735
165.0,34.0,12.0,9561.0
165.0,35.0,6.0,4897.0
165.0,36.0,18.0,5250.0
165.0,37.0,8.0,5044.9
165.0,38.0,7.0,4916.0
165.0,39.0,21.0,5410.6665
165.0,40.0,14.0,5143.45
165.0,41.0,14.0,9578.5
165.0,42.0,17.0,6576.0
165.0,43.0,17.0,4724.1104
165.0,44.0,14.0,6338.0
165.0,45.0,16.0,5143.45
165.0,46.0,12.0,4947.0
165.0,47.0,12.0,4926.4053
165.0,48.0,20.0,9516.75
165.0,49.0,19.0,5831.0
165.0,50.0,19.0,7060.5405
165.0,51.0,8.0,4650.0329999999985
165.0,52.0,10.0,5095.6333
165.0,53.0,28.0,5286.9
165.0,54.0,13.0,4930.6665
165.0,55.0,17.0,9603.0
165.0,56.0,14.0,6192.0
165.0,57.0,17.0,5512.0
165.0,58.0,8.0,5569.3335
165.0,59.0,7.0,5020.6665
165.0,60.0,10.0,9545.667
165.0,61.0,17.0,8630.0
165.0,62.0,20.0,9578.5
165.0,63.0,10.0,3845.0
165.0,64.0,16.0,8728.0
165.0,65.0,25.0,9575.0
165.0,66.0,22.0,9556.0
165.0,67.0,19.0,9566.0
165.0,68.0,16.0,9574.5
165.0,69.0,12.0,9579.5
165.0,70.0,16.0,9136.5
165.0,71.0,8.0,9579.0
165.0,72.0,23.0,9451.0
165.0,73.0,20.0,9578.5
165.0,74.0,23.0,9566.0
165.0,75.0,18.0,9554.0
165.0,76.0,12.0,9556.0
165.0,77.0,8.0,9578.5
165.0,78.0,8.0,6265.5
165.0,79.0,13.0,9421.0
165.0,80.0,21.0,9578.5
165.0,81.0,18.0,9516.75
165.0,82.0,8.0,9267.0
165.0,83.0,10.0,8868.667
165.0,84.0,4.0,5143.45
165.0,85.0,6.0,9084.0
165.0,86.0,8.0,4915.5
165.0,87.0,6.0,4882.0
165.0,88.0,4.0,3957.0
165.0,89.0,5.0,5786.0
165.0,90.0,3.0,4795.845
165.0,91.0,1.0,4265.9453
165.0,92.0,5.0,5593.2754
165.0,93.0,3.0,8868.667
165.0,94.0,3.0,6431.0
165.0,95.0,4.0,4116.3335
165.0,96.0,3.0,4645.655
165.0,97.0,3.0,8868.667
165.0,98.0,2.0,3893.8022
165.0,99.0,3.0,3795.5
166,0,0,0
166,1,0,0
166,2,0,0
166,3,0,0
166,4,2,0
166,5,1,0
166,6,0,0
166,7,1,0
166.0,8.0,2.0,4223.7773
166.0,9.0,7.0,4223.41
166.0,10.0,3.0,5229.125
166.0,11.0,3.0,4976.93
166.0,12.0,7.0,5835.3335
166.0,13.0,9.0,5174.0547
166.0,14.0,6.0,5750.25
166.0,15.0,6.0,4936.3867
166.0,16.0,4.0,4774.12
166.0,17.0,4.0,4421.5
166.0,18.0,8.0,6031.525
166.0,19.0,5.0,4870.235
166.0,20.0,6.0,5342.0
166.0,21.0,8.0,5929.6665
166.0,22.0,8.0,7815.9746
166.0,23.0,23.0,8144.3335
166.0,24.0,13.0,5325.0
166.0,25.0,10.0,4890.6665
166.0,26.0,13.0,8598.667
166.0,27.0,9.0,7905.0
166.0,28.0,14.0,4885.315
166.0,29.0,4.0,4088.9167
166.0,30.0,7.0,4979.0
166.0,31.0,11.0,4889.0063
166.0,32.0,5.0,4906.0
166.0,33.0,8.0,7118.84
166.0,34.0,8.0,6564.5503
166.0,35.0,8.0,4833.54
166.0,36.0,13.0,5190.3335
166.0,37.0,6.0,4884.275
166.0,38.0,11.0,5286.9
166.0,39.0,5.0,4459.0
166.0,40.0,15.0,5144.95
166.0,41.0,16.0,6852.6665
166.0,42.0,17.0,9552.333
166.0,43.0,16.0,5350.75
166.0,44.0,18.0,5078.3623
166.0,45.0,24.0,9020.0
166.0,46.0,25.0,8630.0
166.0,47.0,19.0,6335.25
166.0,48.0,23.0,9561.0
166.0,49.0,15.0,6824.0
166.0,50.0,21.0,6192.0
166.0,51.0,18.0,6876.0
166.0,52.0,11.0,4895.3335
166.0,53.0,13.0,5810.0
166.0,54.0,13.0,5000.0
166.0,55.0,13.0,5807.5
166.0,56.0,14.0,7109.93
166.0,57.0,8.0,6911.72
166.0,58.0,6.0,7501.0
166.0,59.0,7.0,4469.0
166.0,60.0,11.0,8582.667
166.0,61.0,12.0,9084.0
166.0,62.0,13.0,9522.75
166.0,63.0,15.0,9554.25
166.0,64.0,10.0,4403.0
166.0,65.0,13.0,9575.0
166.0,66.0,23.0,9164.667
166.0,67.0,28.0,9566.0
166.0,68.0,19.0,8868.667
166.0,69.0,18.0,9516.75
166.0,70.0,14.0,8630.0
166.0,71.0,11.0,9421.0
166.0,72.0,18.0,9566.0
166.0,73.0,20.0,9603.0
166.0,74.0,18.0,9545.667
166.0,75.0,14.0,9566.0
166.0,76.0,18.0,9549.333
166.0,77.0,5.0,9515.0
166.0,78.0,5.0,6052.805
166.0,79.0,4.0,4968.6665
166.0,80.0,5.0,9536.667
166.0,81.0,13.0,9584.0
166.0,82.0,8.0,9438.0
166.0,83.0,4.0,9054.5
166.0,84.0,13.0,8562.5
166.0,85.0,5.0,4868.75
166.0,86.0,2.0,5531.0
166.0,87.0,8.0,8562.5
166.0,88.0,5.0,4938.0
166.0,89.0,6.0,4039.2832
166.0,90.0,1.0,8845.75
166.0,91.0,4.0,9543.25
166.0,92.0,1.0,3934.3333
166.0,93.0,2.0,4023.7666
166.0,94.0,1.0,4294.3335
166,95,3,0
166.0,96.0,3.0,4252.143
166.0,97.0,2.0,5812.0
166.0,98.0,2.0,4181.4937
166.0,99.0,2.0,5797.5
167,0,3,0
167,1,2,0
167,2,2,0
167,3,2,0
167,4,1,0
167,5,3,0
167,6,1,0
167,7,2,0
167,8,3,0
167.0,9.0,4.0,5870.5
167,10,1,0
167.0,11.0,6.0,4442.143
167.0,12.0,1.0,4923.5
167.0,13.0,2.0,4490.75
167.0,14.0,8.0,4864.75
167.0,15.0,10.0,5365.0
167.0,16.0,5.0,4345.9526
167.0,17.0,8.0,5314.285
167.0,18.0,6.0,4835.005
167.0,19.0,7.0,6341.0
167.0,20.0,5.0,8868.667
167.0,21.0,11.0,4895.21
167.0,22.0,15.0,5625.425
167.0,23.0,22.0,4475.0
167,24,0,0
167.0,25.0,8.0,5034.75
167.0,26.0,12.0,5020.0
167.0,27.0,6.0,4308.5
167.0,28.0,10.0,5442.0
167.0,29.0,6.0,7655.0
167.0,30.0,9.0,6396.545
167.0,31.0,7.0,5004.3335
167.0,32.0,6.0,4709.75
167.0,33.0,8.0,4427.64
167.0,34.0,11.0,4860.6665
167.0,35.0,31.0,9061.0
167.0,36.0,8.0,5043.505
167.0,37.0,8.0,4932.68
167.0,38.0,15.0,4965.41
167.0,39.0,4.0,5298.5
167.0,40.0,7.0,5541.6665
167.0,41.0,13.0,5095.6333
167.0,42.0,15.0,6433.06
167.0,43.0,13.0,5356.0
167.0,44.0,18.0,8613.75
167.0,45.0,16.0,9566.0
167.0,46.0,15.0,5861.0
167.0,47.0,12.0,7176.0
167.0,48.0,25.0,5972.0
167.0,49.0,26.0,7230.0
167.0,50.0,16.0,9477.25
167.0,51.0,18.0,5095.6333
167.0,52.0,14.0,7146.0
167.0,53.0,16.0,5359.0
167.0,54.0,13.0,4643.75
167.0,55.0,16.0,5947.0
167.0,56.0,14.0,5449.83
167.0,57.0,15.0,8868.667
167.0,58.0,11.0,4725.02
167.0,59.0,8.0,6794.0
167.0,60.0,14.0,9552.333
167.0,61.0,10.0,5901.75
167.0,62.0,9.0,9515.0
167.0,63.0,11.0,8868.667
167.0,64.0,12.0,8868.667
167.0,65.0,18.0,8868.667
167.0,66.0,21.0,9269.5
167.0,67.0,16.0,9578.5
167.0,68.0,13.0,9613.0
167.0,69.0,22.0,9575.0
167.0,70.0,6.0,9579.5
167.0,71.0,3.0,5376.15
167.0,72.0,9.0,9613.0
167.0,73.0,19.0,9579.0
167.0,74.0,21.0,9574.5
167.0,75.0,11.0,9613.0
167.0,76.0,8.0,9059.25
167.0,77.0,11.0,9545.667
167.0,78.0,3.0,6488.3335
167.0,79.0,9.0,5800.5
167.0,80.0,8.0,9575.0
167.0,81.0,8.0,9584.0
167.0,82.0,7.0,8712.0
167.0,83.0,6.0,9554.25
167.0,84.0,10.0,4773.98
167.0,85.0,11.0,4777.0
167.0,86.0,6.0,9021.0
167.0,87.0,8.0,8868.667
167.0,88.0,4.0,4974.25
167.0,89.0,4.0,4720.55
167.0,90.0,5.0,9561.0
167.0,91.0,4.0,4263.0
167.0,92.0,4.0,8756.0
167.0,93.0,2.0,3998.0
167.0,94.0,1.0,4195.99
167.0,95.0,2.0,3996.0
167.0,96.0,5.0,4799.718
167.0,97.0,1.0,5375.0
167.0,98.0,1.0,8868.667
167,99,0,0
168.0,0.0,2.0,3762.2825
168,1,1,0
168,2,2,0
168,3,1,0
168,4,0,0
168,5,4,0
168,6,1,0
168,7,4,0
168,8,2,0
168.0,9.0,2.0,4435.73
168.0,10.0,4.0,4618.94
168.0,11.0,3.0,4280.0
168.0,12.0,6.0,4305.0
168.0,13.0,4.0,4344.07
168.0,14.0,6.0,4004.0
168.0,15.0,7.0,4468.75
168.0,16.0,5.0,5050.1104
168.0,17.0,8.0,8562.5
168.0,18.0,4.0,4720.0
168.0,19.0,8.0,4941.0
168.0,20.0,8.0,9353.0
168.0,21.0,12.0,5504.0
168.0,22.0,14.0,4383.5
168.0,23.0,21.0,4324.5
168.0,24.0,7.0,5361.0
168.0,25.0,9.0,4897.705
168.0,26.0,6.0,4837.3335
168.0,27.0,9.0,9598.5
168.0,28.0,6.0,4485.6665
168.0,29.0,10.0,4838.932
168.0,30.0,3.0,6016.0
168.0,31.0,10.0,5037.5225
168.0,32.0,14.0,4865.763
168.0,33.0,5.0,4409.0
168.0,34.0,9.0,9554.25
168.0,35.0,17.0,6876.0
168.0,36.0,7.0,4477.1733
168.0,37.0,15.0,4485.0
168.0,38.0,10.0,4898.9697
168.0,39.0,9.0,8598.667
168.0,40.0,17.0,5811.25
168.0,41.0,13.0,5133.5947
168.0,42.0,14.0,4831.0
168.0,43.0,17.0,9045.0
168.0,44.0,17.0,7008.0
168.0,45.0,8.0,5669.1
168.0,46.0,13.0,5191.267
168.0,47.0,23.0,4763.6226
168.0,48.0,18.0,9084.0
168.0,49.0,19.0,7979.7324
168.0,50.0,20.0,5019.6665
168.0,51.0,13.0,5701.1753
168.0,52.0,9.0,5143.45
168.0,53.0,12.0,4996.085
168.0,54.0,12.0,4996.75
168.0,55.0,10.0,7841.0
168.0,56.0,16.0,6565.0
168.0,57.0,8.0,4637.55
168.0,58.0,4.0,5450.0
168.0,59.0,8.0,8868.667
168.0,60.0,19.0,9281.25
168.0,61.0,11.0,9269.5
168.0,62.0,13.0,6265.0
168.0,63.0,9.0,5709.15
168.0,64.0,7.0,8712.0
168.0,65.0,9.0,8649.5
168.0,66.0,27.0,9566.0
168.0,67.0,14.0,9378.5
168.0,68.0,15.0,9438.0
168.0,69.0,23.0,9566.0
168.0,70.0,2.0,9515.0
168.0,71.0,5.0,9307.0
168.0,72.0,9.0,9613.0
168.0,73.0,15.0,9412.0
168,74,6,0
168.0,75.0,13.0,9566.0
168.0,76.0,13.0,9575.0
168.0,77.0,13.0,9578.5
168.0,78.0,10.0,9574.5
168.0,79.0,1.0,3671.0
168.0,80.0,7.0,9325.0
168.0,81.0,5.0,9549.333
168.0,82.0,8.0,4402.12
168.0,83.0,4.0,4903.1533
168.0,84.0,4.0,3862.4265
168.0,85.0,6.0,4618.0234
168,86,1,0
168.0,87.0,2.0,8868.667
168.0,88.0,4.0,9331.5
168.0,89.0,2.0,4269.0
168.0,90.0,3.0,4473.86
168.0,91.0,6.0,5000.0
168,92,1,0
168.0,93.0,5.0,4922.3047
168,94,0,0
168.0,95.0,6.0,4921.8647
168.0,96.0,5.0,5357.25
168,97,2,0
168,98,2,0
168.0,99.0,2.0,4478.2163
