ra,dec,total,score,avg
179.0,22.0,12.0,111.0,9.25
179.0,23.0,21.0,318.0,15.142857142857142
179.0,24.0,9.0,9.0,1.0
179.0,25.0,5.0,5.0,1.0
179.0,26.0,4.0,4.0,1.0
179.0,27.0,6.0,105.0,17.5
179.0,28.0,10.0,10.0,1.0
179.0,29.0,14.0,14.0,1.0
179.0,30.0,6.0,105.0,17.5
179.0,31.0,10.0,109.0,10.9
179.0,32.0,6.0,105.0,17.5
179.0,33.0,9.0,207.0,23.0
179.0,34.0,32.0,329.0,10.28125
179.0,35.0,11.0,110.0,10.0
179.0,36.0,8.0,107.0,13.375
179.0,37.0,7.0,106.0,15.142857142857142
179.0,38.0,15.0,213.0,14.2
179.0,39.0,8.0,107.0,13.375
179.0,40.0,10.0,307.0,30.7
179.0,41.0,21.0,219.0,10.428571428571429
179.0,42.0,10.0,307.0,30.7
179.0,43.0,16.0,511.0,31.9375
179.0,44.0,16.0,214.0,13.375
179.0,45.0,18.0,414.0,23.0
179.0,46.0,14.0,212.0,15.142857142857142
179.0,47.0,13.0,112.0,8.615384615384615
179.0,48.0,11.0,11.0,1.0
179.0,49.0,6.0,105.0,17.5
179.0,50.0,6.0,204.0,34.0
179.0,51.0,11.0,110.0,10.0
179.0,52.0,7.0,106.0,15.142857142857142
179.0,53.0,13.0,112.0,8.615384615384615
179.0,54.0,8.0,107.0,13.375
179.0,55.0,5.0,104.0,20.8
179.0,56.0,15.0,312.0,20.8
179.0,57.0,13.0,13.0,1.0
179.0,58.0,7.0,106.0,15.142857142857142
179.0,59.0,10.0,208.0,20.8
179.0,60.0,13.0,310.0,23.846153846153847
179.0,61.0,7.0,205.0,29.285714285714285
179.0,62.0,5.0,104.0,20.8
179.0,63.0,9.0,108.0,12.0
179.0,64.0,6.0,105.0,17.5
179.0,65.0,8.0,8.0,1.0
179.0,66.0,10.0,316.0,31.6
179.0,67.0,8.0,107.0,13.375
179.0,68.0,8.0,107.0,13.375
179.0,69.0,16.0,214.0,13.375
179.0,70.0,15.0,15.0,1.0
179.0,71.0,6.0,6.0,1.0
179.0,72.0,8.0,8.0,1.0
179.0,73.0,9.0,306.0,34.0
179.0,74.0,7.0,7.0,1.0
179.0,75.0,23.0,122.0,5.304347826086956
179.0,76.0,16.0,16.0,1.0
179.0,77.0,30.0,228.0,7.6
179.0,78.0,27.0,225.0,8.333333333333334
179.0,79.0,6.0,6.0,1.0
179.0,80.0,7.0,106.0,15.142857142857142
179.0,81.0,2.0,2.0,1.0
179.0,82.0,7.0,7.0,1.0
179.0,83.0,9.0,108.0,12.0
179.0,84.0,4.0,4.0,1.0
179.0,85.0,3.0,3.0,1.0
179.0,86.0,3.0,201.0,67.0
179.0,87.0,6.0,303.0,50.5
179.0,88.0,3.0,3.0,1.0
179.0,89.0,2.0,2.0,1.0
179.0,90.0,6.0,6.0,1.0
179.0,91.0,7.0,7.0,1.0
179.0,92.0,7.0,106.0,15.142857142857142
179.0,93.0,2.0,2.0,1.0
179.0,94.0,2.0,2.0,1.0
179.0,95.0,4.0,4.0,1.0
179.0,96.0,4.0,202.0,50.5
179,97,0,0,0
179,98,0,0,0
179,99,0,0,0
180.0,0.0,1.0,100.0,100.0
180.0,1.0,3.0,102.0,34.0
180.0,2.0,1.0,1.0,1.0
180.0,3.0,3.0,102.0,34.0
180.0,4.0,1.0,100.0,100.0
180.0,5.0,1.0,1.0,1.0
180.0,6.0,2.0,2.0,1.0
180.0,7.0,1.0,1.0,1.0
180.0,8.0,3.0,3.0,1.0
180.0,9.0,1.0,1.0,1.0
180.0,10.0,2.0,101.0,50.5
180.0,11.0,5.0,104.0,20.8
180.0,12.0,5.0,104.0,20.8
180.0,13.0,7.0,205.0,29.285714285714285
180.0,14.0,11.0,110.0,10.0
180.0,15.0,6.0,6.0,1.0
180.0,16.0,10.0,109.0,10.9
180.0,17.0,9.0,207.0,23.0
180.0,18.0,16.0,214.0,13.375
180.0,19.0,6.0,6.0,1.0
180.0,20.0,8.0,107.0,13.375
180.0,21.0,7.0,106.0,15.142857142857142
180.0,22.0,11.0,110.0,10.0
180.0,23.0,21.0,21.0,1.0
180.0,24.0,13.0,112.0,8.615384615384615
180.0,25.0,7.0,106.0,15.142857142857142
180.0,26.0,7.0,106.0,15.142857142857142
180.0,27.0,5.0,5.0,1.0
180.0,28.0,7.0,7.0,1.0
180.0,29.0,5.0,104.0,20.8
180.0,30.0,7.0,7.0,1.0
180.0,31.0,11.0,209.0,19.0
180.0,32.0,11.0,11.0,1.0
180.0,33.0,7.0,7.0,1.0
180.0,34.0,19.0,19.0,1.0
180.0,35.0,14.0,212.0,15.142857142857142
180.0,36.0,14.0,410.0,29.285714285714285
180.0,37.0,10.0,208.0,20.8
180.0,38.0,11.0,110.0,10.0
180.0,39.0,15.0,312.0,20.8
180.0,40.0,10.0,208.0,20.8
180.0,41.0,13.0,13.0,1.0
180.0,42.0,16.0,412.0,25.75
180.0,43.0,9.0,108.0,12.0
180.0,44.0,11.0,209.0,19.0
180.0,45.0,12.0,408.0,34.0
180.0,46.0,16.0,313.0,19.5625
180.0,47.0,12.0,111.0,9.25
180.0,48.0,16.0,115.0,7.1875
180.0,49.0,6.0,204.0,34.0
180.0,50.0,11.0,308.0,28.0
180.0,51.0,12.0,12.0,1.0
180.0,52.0,6.0,6.0,1.0
180.0,53.0,11.0,110.0,10.0
180.0,54.0,13.0,112.0,8.615384615384615
180.0,55.0,10.0,307.0,30.7
180.0,56.0,6.0,6.0,1.0
180.0,57.0,5.0,203.0,40.6
180.0,58.0,7.0,502.0,71.71428571428571
180.0,59.0,6.0,114.0,19.0
180.0,60.0,5.0,104.0,20.8
180.0,61.0,6.0,6.0,1.0
180.0,62.0,7.0,403.0,57.57142857142857
180.0,63.0,6.0,204.0,34.0
180.0,64.0,1.0,1.0,1.0
180.0,65.0,3.0,102.0,34.0
180.0,66.0,9.0,9.0,1.0
180.0,67.0,9.0,207.0,23.0
180.0,68.0,5.0,104.0,20.8
180.0,69.0,7.0,106.0,15.142857142857142
180.0,70.0,14.0,410.0,29.285714285714285
180.0,71.0,9.0,108.0,12.0
180.0,72.0,1.0,100.0,100.0
180.0,73.0,4.0,4.0,1.0
180.0,74.0,8.0,107.0,13.375
180.0,75.0,35.0,134.0,3.8285714285714287
180.0,76.0,8.0,305.0,38.125
180.0,77.0,12.0,210.0,17.5
180.0,78.0,28.0,226.0,8.071428571428571
180.0,79.0,4.0,103.0,25.75
180.0,80.0,6.0,105.0,17.5
180.0,81.0,3.0,3.0,1.0
180.0,82.0,6.0,105.0,17.5
180.0,83.0,4.0,301.0,75.25
180.0,84.0,1.0,100.0,100.0
180.0,85.0,4.0,4.0,1.0
180.0,86.0,4.0,103.0,25.75
180.0,87.0,2.0,2.0,1.0
180.0,88.0,4.0,103.0,25.75
180.0,89.0,7.0,106.0,15.142857142857142
180.0,90.0,2.0,2.0,1.0
180.0,91.0,7.0,106.0,15.142857142857142
180.0,92.0,5.0,104.0,20.8
180.0,93.0,8.0,107.0,13.375
180.0,94.0,3.0,3.0,1.0
180.0,95.0,6.0,303.0,50.5
180.0,96.0,3.0,3.0,1.0
180.0,97.0,2.0,200.0,100.0
180.0,98.0,4.0,4.0,1.0
180.0,99.0,1.0,100.0,100.0
181.0,0.0,2.0,101.0,50.5
181,1,0,0,0
181.0,2.0,2.0,101.0,50.5
181,3,0,0,0
181,4,0,0,0
181.0,5.0,1.0,1.0,1.0
181.0,6.0,3.0,300.0,100.0
181,7,0,0,0
181.0,8.0,2.0,101.0,50.5
181.0,9.0,3.0,201.0,67.0
181.0,10.0,4.0,103.0,25.75
181.0,11.0,7.0,7.0,1.0
181.0,12.0,2.0,2.0,1.0
181.0,13.0,4.0,103.0,25.75
181.0,14.0,4.0,103.0,25.75
181.0,15.0,8.0,107.0,13.375
181.0,16.0,8.0,8.0,1.0
181.0,17.0,7.0,7.0,1.0
181.0,18.0,7.0,304.0,43.42857142857143
181.0,19.0,9.0,108.0,12.0
181.0,20.0,9.0,108.0,12.0
181.0,21.0,14.0,14.0,1.0
181.0,22.0,8.0,8.0,1.0
181.0,23.0,25.0,223.0,8.92
181.0,24.0,5.0,203.0,40.6
181.0,25.0,5.0,5.0,1.0
181.0,26.0,12.0,12.0,1.0
181.0,27.0,3.0,102.0,34.0
181.0,28.0,11.0,308.0,28.0
181.0,29.0,9.0,108.0,12.0
181.0,30.0,12.0,309.0,25.75
181.0,31.0,9.0,9.0,1.0
181.0,32.0,10.0,109.0,10.9
181.0,33.0,11.0,209.0,19.0
181.0,34.0,12.0,12.0,1.0
181.0,35.0,15.0,411.0,27.4
181.0,36.0,4.0,202.0,50.5
181.0,37.0,8.0,8.0,1.0
181.0,38.0,8.0,206.0,25.75
181.0,39.0,13.0,211.0,16.23076923076923
181.0,40.0,12.0,309.0,25.75
181.0,41.0,12.0,210.0,17.5
181.0,42.0,9.0,207.0,23.0
181.0,43.0,15.0,312.0,20.8
181.0,44.0,11.0,209.0,19.0
181.0,45.0,8.0,206.0,25.75
181.0,46.0,13.0,211.0,16.23076923076923
181.0,47.0,9.0,108.0,12.0
181.0,48.0,7.0,205.0,29.285714285714285
181.0,49.0,11.0,209.0,19.0
181.0,50.0,8.0,107.0,13.375
181.0,51.0,11.0,407.0,37.0
181.0,52.0,10.0,307.0,30.7
181.0,53.0,17.0,314.0,18.470588235294116
181.0,54.0,13.0,13.0,1.0
181.0,55.0,16.0,313.0,19.5625
181.0,56.0,6.0,105.0,17.5
181.0,57.0,13.0,211.0,16.23076923076923
181.0,58.0,12.0,309.0,25.75
181.0,59.0,9.0,207.0,23.0
181.0,60.0,10.0,307.0,30.7
181.0,61.0,10.0,505.0,50.5
181.0,62.0,7.0,106.0,15.142857142857142
181.0,63.0,5.0,5.0,1.0
181.0,64.0,7.0,205.0,29.285714285714285
181.0,65.0,5.0,203.0,40.6
181.0,66.0,17.0,215.0,12.647058823529411
181.0,67.0,2.0,2.0,1.0
181.0,68.0,13.0,211.0,16.23076923076923
181.0,69.0,12.0,210.0,17.5
181.0,70.0,15.0,114.0,7.6
181.0,71.0,8.0,206.0,25.75
181.0,72.0,4.0,301.0,75.25
181.0,73.0,5.0,203.0,40.6
181.0,74.0,16.0,16.0,1.0
181.0,75.0,19.0,19.0,1.0
181.0,76.0,8.0,602.0,75.25
181.0,77.0,8.0,404.0,50.5
181.0,78.0,18.0,216.0,12.0
181.0,79.0,12.0,210.0,17.5
181.0,80.0,3.0,201.0,67.0
181.0,81.0,7.0,7.0,1.0
181.0,82.0,5.0,212.0,42.4
181.0,83.0,5.0,5.0,1.0
181.0,84.0,6.0,6.0,1.0
181.0,85.0,8.0,8.0,1.0
181.0,86.0,5.0,5.0,1.0
181.0,87.0,3.0,3.0,1.0
181.0,88.0,1.0,1.0,1.0
181.0,89.0,8.0,8.0,1.0
181.0,90.0,4.0,103.0,25.75
181.0,91.0,7.0,205.0,29.285714285714285
181.0,92.0,2.0,101.0,50.5
181.0,93.0,5.0,5.0,1.0
181.0,94.0,4.0,202.0,50.5
181.0,95.0,1.0,100.0,100.0
181.0,96.0,3.0,3.0,1.0
181.0,97.0,1.0,10.0,10.0
181,98,0,0,0
181.0,99.0,2.0,200.0,100.0
182,0,0,0,0
182.0,1.0,1.0,100.0,100.0
182.0,2.0,2.0,200.0,100.0
182,3,0,0,0
182.0,4.0,1.0,100.0,100.0
182.0,5.0,2.0,200.0,100.0
182,6,0,0,0
182,7,0,0,0
182,8,0,0,0
182.0,9.0,2.0,2.0,1.0
182.0,10.0,1.0,1.0,1.0
182.0,11.0,6.0,105.0,17.5
182.0,12.0,1.0,1.0,1.0
182.0,13.0,6.0,204.0,34.0
182.0,14.0,3.0,3.0,1.0
182.0,15.0,9.0,306.0,34.0
182.0,16.0,5.0,5.0,1.0
182.0,17.0,10.0,208.0,20.8
182.0,18.0,9.0,9.0,1.0
182.0,19.0,8.0,107.0,13.375
182.0,20.0,8.0,8.0,1.0
182.0,21.0,9.0,9.0,1.0
182.0,22.0,7.0,7.0,1.0
182.0,23.0,21.0,219.0,10.428571428571429
182.0,24.0,7.0,205.0,29.285714285714285
182.0,25.0,8.0,206.0,25.75
182.0,26.0,3.0,102.0,34.0
182.0,27.0,2.0,2.0,1.0
182.0,28.0,10.0,208.0,20.8
182.0,29.0,7.0,7.0,1.0
182.0,30.0,5.0,5.0,1.0
182.0,31.0,8.0,107.0,13.375
182.0,32.0,10.0,109.0,10.9
182.0,33.0,8.0,8.0,1.0
182.0,34.0,13.0,409.0,31.46153846153846
182.0,35.0,11.0,110.0,10.0
182.0,36.0,10.0,406.0,40.6
182.0,37.0,14.0,113.0,8.071428571428571
182.0,38.0,6.0,501.0,83.5
182.0,39.0,8.0,206.0,25.75
182.0,40.0,11.0,308.0,28.0
182.0,41.0,10.0,406.0,40.6
182.0,42.0,14.0,311.0,22.214285714285715
182.0,43.0,23.0,419.0,18.217391304347824
182.0,44.0,18.0,414.0,23.0
182.0,45.0,16.0,412.0,25.75
182.0,46.0,16.0,511.0,31.9375
182.0,47.0,14.0,14.0,1.0
182.0,48.0,16.0,313.0,19.5625
182.0,49.0,9.0,108.0,12.0
182.0,50.0,12.0,210.0,17.5
182.0,51.0,9.0,108.0,12.0
182.0,52.0,7.0,106.0,15.142857142857142
182.0,53.0,13.0,211.0,16.23076923076923
182.0,54.0,6.0,303.0,50.5
182.0,55.0,11.0,110.0,10.0
182.0,56.0,8.0,107.0,13.375
182.0,57.0,12.0,210.0,17.5
182.0,58.0,5.0,5.0,1.0
182.0,59.0,4.0,103.0,25.75
182.0,60.0,8.0,206.0,25.75
182.0,61.0,3.0,102.0,34.0
182,62,0,0,0
182.0,63.0,6.0,105.0,17.5
182.0,64.0,5.0,104.0,20.8
182.0,65.0,2.0,2.0,1.0
182.0,66.0,20.0,515.0,25.75
182.0,67.0,7.0,205.0,29.285714285714285
182.0,68.0,11.0,209.0,19.0
182.0,69.0,9.0,306.0,34.0
182.0,70.0,5.0,302.0,60.4
182.0,71.0,6.0,6.0,1.0
182.0,72.0,5.0,104.0,20.8
182.0,73.0,2.0,2.0,1.0
182.0,74.0,20.0,20.0,1.0
182.0,75.0,14.0,311.0,22.214285714285715
182.0,76.0,13.0,904.0,69.53846153846153
182.0,77.0,19.0,1009.0,53.10526315789474
182.0,78.0,20.0,317.0,15.85
182.0,79.0,16.0,115.0,7.1875
182.0,80.0,3.0,3.0,1.0
182.0,81.0,2.0,2.0,1.0
182.0,82.0,7.0,7.0,1.0
182.0,83.0,3.0,102.0,34.0
182.0,84.0,6.0,105.0,17.5
182.0,85.0,4.0,4.0,1.0
182.0,86.0,3.0,3.0,1.0
182.0,87.0,5.0,104.0,20.8
182.0,88.0,2.0,2.0,1.0
182.0,89.0,3.0,102.0,34.0
182.0,90.0,6.0,105.0,17.5
182.0,91.0,1.0,1.0,1.0
182.0,92.0,1.0,100.0,100.0
182.0,93.0,1.0,1.0,1.0
182.0,94.0,1.0,100.0,100.0
182.0,95.0,1.0,1.0,1.0
182,96,0,0,0
182.0,97.0,3.0,102.0,34.0
182.0,98.0,2.0,101.0,50.5
182.0,99.0,1.0,10.0,10.0
183,0,0,0,0
183.0,1.0,1.0,100.0,100.0
183.0,2.0,3.0,3.0,1.0
183.0,3.0,2.0,200.0,100.0
183.0,4.0,2.0,101.0,50.5
183.0,5.0,1.0,1.0,1.0
183,6,0,0,0
183.0,7.0,1.0,1.0,1.0
183.0,8.0,1.0,1.0,1.0
183.0,9.0,5.0,5.0,1.0
183.0,10.0,3.0,102.0,34.0
183.0,11.0,1.0,1.0,1.0
183.0,12.0,6.0,105.0,17.5
183.0,13.0,2.0,2.0,1.0
183.0,14.0,5.0,104.0,20.8
183.0,15.0,4.0,4.0,1.0
183.0,16.0,5.0,5.0,1.0
183.0,17.0,3.0,102.0,34.0
183.0,18.0,13.0,112.0,8.615384615384615
183.0,19.0,7.0,205.0,29.285714285714285
183.0,20.0,11.0,209.0,19.0
183.0,21.0,7.0,7.0,1.0
183.0,22.0,7.0,205.0,29.285714285714285
183.0,23.0,26.0,422.0,16.23076923076923
183.0,24.0,12.0,210.0,17.5
183.0,25.0,8.0,8.0,1.0
183.0,26.0,10.0,208.0,20.8
183.0,27.0,4.0,103.0,25.75
183.0,28.0,6.0,6.0,1.0
183.0,29.0,8.0,8.0,1.0
183.0,30.0,12.0,210.0,17.5
183.0,31.0,8.0,206.0,25.75
183.0,32.0,11.0,308.0,28.0
183.0,33.0,10.0,307.0,30.7
183.0,34.0,14.0,113.0,8.071428571428571
183.0,35.0,7.0,7.0,1.0
183.0,36.0,13.0,13.0,1.0
183.0,37.0,9.0,108.0,12.0
183.0,38.0,14.0,410.0,29.285714285714285
183.0,39.0,10.0,307.0,30.7
183.0,40.0,13.0,112.0,8.615384615384615
183.0,41.0,7.0,7.0,1.0
183.0,42.0,9.0,405.0,45.0
183.0,43.0,20.0,317.0,15.85
183.0,44.0,11.0,506.0,46.0
183.0,45.0,11.0,308.0,28.0
183.0,46.0,5.0,104.0,20.8
183.0,47.0,15.0,114.0,7.6
183.0,48.0,7.0,304.0,43.42857142857143
183.0,49.0,6.0,204.0,34.0
183.0,50.0,3.0,102.0,34.0
183.0,51.0,11.0,11.0,1.0
183.0,52.0,18.0,315.0,17.5
183.0,53.0,11.0,11.0,1.0
183.0,54.0,8.0,305.0,38.125
183.0,55.0,11.0,407.0,37.0
183.0,56.0,15.0,15.0,1.0
183.0,57.0,6.0,204.0,34.0
183.0,58.0,4.0,4.0,1.0
183.0,59.0,5.0,302.0,60.4
183.0,60.0,6.0,105.0,17.5
183.0,61.0,3.0,3.0,1.0
183.0,62.0,3.0,3.0,1.0
183.0,63.0,2.0,2.0,1.0
183.0,64.0,10.0,208.0,20.8
183.0,65.0,7.0,7.0,1.0
183.0,66.0,19.0,415.0,21.842105263157894
183.0,67.0,8.0,206.0,25.75
183.0,68.0,9.0,108.0,12.0
183.0,69.0,9.0,108.0,12.0
183.0,70.0,12.0,309.0,25.75
183.0,71.0,2.0,2.0,1.0
183.0,72.0,3.0,3.0,1.0
183.0,73.0,1.0,1.0,1.0
183.0,74.0,13.0,112.0,8.615384615384615
183.0,75.0,23.0,221.0,9.608695652173912
183.0,76.0,22.0,616.0,28.0
183.0,77.0,4.0,103.0,25.75
183.0,78.0,8.0,107.0,13.375
183.0,79.0,5.0,104.0,20.8
183.0,80.0,6.0,204.0,34.0
183.0,81.0,4.0,4.0,1.0
183.0,82.0,2.0,2.0,1.0
183.0,83.0,3.0,3.0,1.0
183.0,84.0,3.0,102.0,34.0
183.0,85.0,3.0,201.0,67.0
183.0,86.0,1.0,1.0,1.0
183.0,87.0,5.0,203.0,40.6
183,88,0,0,0
183.0,89.0,3.0,3.0,1.0
183.0,90.0,1.0,1.0,1.0
183.0,91.0,1.0,100.0,100.0
183,92,0,0,0
183.0,93.0,4.0,400.0,100.0
183.0,94.0,5.0,302.0,60.4
183.0,95.0,2.0,101.0,50.5
183.0,96.0,2.0,101.0,50.5
183.0,97.0,1.0,1.0,1.0
183.0,98.0,1.0,100.0,100.0
183.0,99.0,3.0,300.0,100.0
184.0,0.0,1.0,1.0,1.0
184,1,0,0,0
184,2,0,0,0
184.0,3.0,1.0,100.0,100.0
184.0,4.0,1.0,100.0,100.0
184.0,5.0,1.0,1.0,1.0
184.0,6.0,4.0,202.0,50.5
184.0,7.0,1.0,1.0,1.0
184.0,8.0,3.0,102.0,34.0
184.0,9.0,1.0,1.0,1.0
184.0,10.0,2.0,2.0,1.0
184.0,11.0,1.0,1.0,1.0
184.0,12.0,6.0,105.0,17.5
184.0,13.0,6.0,6.0,1.0
184.0,14.0,5.0,5.0,1.0
184.0,15.0,5.0,104.0,20.8
184.0,16.0,8.0,8.0,1.0
184.0,17.0,14.0,14.0,1.0
184.0,18.0,13.0,211.0,16.23076923076923
184.0,19.0,4.0,4.0,1.0
184.0,20.0,8.0,8.0,1.0
184.0,21.0,8.0,107.0,13.375
184.0,22.0,5.0,5.0,1.0
184.0,23.0,24.0,222.0,9.25
184.0,24.0,9.0,108.0,12.0
184.0,25.0,10.0,208.0,20.8
184.0,26.0,5.0,203.0,40.6
184.0,27.0,9.0,108.0,12.0
184.0,28.0,8.0,206.0,25.75
184.0,29.0,3.0,3.0,1.0
184.0,30.0,5.0,5.0,1.0
184.0,31.0,7.0,106.0,15.142857142857142
184.0,32.0,6.0,204.0,34.0
184.0,33.0,15.0,15.0,1.0
184.0,34.0,14.0,311.0,22.214285714285715
184.0,35.0,4.0,4.0,1.0
184.0,36.0,13.0,112.0,8.615384615384615
184.0,37.0,11.0,209.0,19.0
184.0,38.0,10.0,208.0,20.8
184.0,39.0,2.0,101.0,50.5
184.0,40.0,7.0,7.0,1.0
184.0,41.0,10.0,109.0,10.9
184.0,42.0,16.0,313.0,19.5625
184.0,43.0,15.0,213.0,14.2
184.0,44.0,13.0,211.0,16.23076923076923
184.0,45.0,9.0,108.0,12.0
184.0,46.0,15.0,609.0,40.6
184.0,47.0,12.0,309.0,25.75
184.0,48.0,6.0,6.0,1.0
184.0,49.0,11.0,110.0,10.0
184.0,50.0,3.0,3.0,1.0
184.0,51.0,7.0,205.0,29.285714285714285
184.0,52.0,7.0,7.0,1.0
184.0,53.0,16.0,16.0,1.0
184.0,54.0,9.0,9.0,1.0
184.0,55.0,5.0,104.0,20.8
184.0,56.0,7.0,106.0,15.142857142857142
184.0,57.0,9.0,9.0,1.0
184.0,58.0,7.0,106.0,15.142857142857142
184.0,59.0,4.0,103.0,25.75
184.0,60.0,5.0,203.0,40.6
184.0,61.0,7.0,7.0,1.0
184.0,62.0,5.0,14.0,2.8
184.0,63.0,2.0,2.0,1.0
184.0,64.0,1.0,1.0,1.0
184.0,65.0,5.0,104.0,20.8
184.0,66.0,25.0,223.0,8.92
184.0,67.0,8.0,305.0,38.125
184.0,68.0,5.0,104.0,20.8
184.0,69.0,4.0,4.0,1.0
184.0,70.0,4.0,4.0,1.0
184.0,71.0,8.0,107.0,13.375
184.0,72.0,8.0,107.0,13.375
184.0,73.0,3.0,102.0,34.0
184.0,74.0,2.0,2.0,1.0
184.0,75.0,11.0,11.0,1.0
184.0,76.0,10.0,406.0,40.6
184.0,77.0,7.0,106.0,15.142857142857142
184.0,78.0,5.0,5.0,1.0
184.0,79.0,3.0,3.0,1.0
184.0,80.0,6.0,303.0,50.5
184.0,81.0,2.0,101.0,50.5
184,82,0,0,0
184,83,0,0,0
184.0,84.0,1.0,1.0,1.0
184.0,85.0,4.0,103.0,25.75
184.0,86.0,2.0,101.0,50.5
184.0,87.0,2.0,101.0,50.5
184,88,0,0,0
184.0,89.0,1.0,100.0,100.0
184,90,0,0,0
184.0,91.0,1.0,1.0,1.0
184.0,92.0,1.0,100.0,100.0
184.0,93.0,2.0,101.0,50.5
184.0,94.0,3.0,3.0,1.0
184.0,95.0,2.0,101.0,50.5
184.0,96.0,1.0,1.0,1.0
184.0,97.0,1.0,100.0,100.0
184.0,98.0,1.0,100.0,100.0
184.0,99.0,2.0,101.0,50.5
185,0,0,0,0
185.0,1.0,2.0,101.0,50.5
185,2,0,0,0
185.0,3.0,1.0,1.0,1.0
185.0,4.0,1.0,100.0,100.0
185.0,5.0,3.0,102.0,34.0
185.0,6.0,2.0,101.0,50.5
185.0,7.0,1.0,100.0,100.0
185.0,8.0,2.0,200.0,100.0
185.0,9.0,1.0,1.0,1.0
185.0,10.0,4.0,103.0,25.75
185.0,11.0,9.0,9.0,1.0
185.0,12.0,5.0,5.0,1.0
185.0,13.0,5.0,203.0,40.6
185.0,14.0,11.0,11.0,1.0
185.0,15.0,12.0,111.0,9.25
185.0,16.0,7.0,205.0,29.285714285714285
185.0,17.0,6.0,105.0,17.5
185.0,18.0,3.0,102.0,34.0
185.0,19.0,8.0,206.0,25.75
185.0,20.0,4.0,202.0,50.5
185.0,21.0,6.0,6.0,1.0
185.0,22.0,3.0,3.0,1.0
185.0,23.0,20.0,20.0,1.0
185.0,24.0,9.0,9.0,1.0
185.0,25.0,10.0,10.0,1.0
185.0,26.0,8.0,305.0,38.125
185.0,27.0,5.0,5.0,1.0
185.0,28.0,5.0,5.0,1.0
185.0,29.0,11.0,11.0,1.0
185.0,30.0,7.0,106.0,15.142857142857142
185.0,31.0,6.0,105.0,17.5
185.0,32.0,12.0,111.0,9.25
185.0,33.0,5.0,104.0,20.8
185.0,34.0,7.0,106.0,15.142857142857142
185.0,35.0,6.0,105.0,17.5
185.0,36.0,7.0,7.0,1.0
185.0,37.0,11.0,110.0,10.0
185.0,38.0,13.0,310.0,23.846153846153847
185.0,39.0,6.0,6.0,1.0
185.0,40.0,9.0,108.0,12.0
185.0,41.0,14.0,113.0,8.071428571428571
185.0,42.0,12.0,12.0,1.0
185.0,43.0,17.0,215.0,12.647058823529411
185.0,44.0,14.0,320.0,22.857142857142858
185.0,45.0,18.0,414.0,23.0
185.0,46.0,8.0,305.0,38.125
185.0,47.0,6.0,204.0,34.0
185.0,48.0,4.0,103.0,25.75
185.0,49.0,6.0,6.0,1.0
185.0,50.0,4.0,103.0,25.75
185.0,51.0,11.0,110.0,10.0
185.0,52.0,4.0,4.0,1.0
185.0,53.0,9.0,9.0,1.0
185.0,54.0,12.0,111.0,9.25
185.0,55.0,9.0,306.0,34.0
185.0,56.0,5.0,5.0,1.0
185.0,57.0,4.0,4.0,1.0
185.0,58.0,7.0,106.0,15.142857142857142
185.0,59.0,6.0,105.0,17.5
185.0,60.0,8.0,8.0,1.0
185.0,61.0,5.0,104.0,20.8
185.0,62.0,4.0,103.0,25.75
185.0,63.0,3.0,102.0,34.0
185.0,64.0,8.0,8.0,1.0
185.0,65.0,14.0,311.0,22.214285714285715
185.0,66.0,36.0,531.0,14.75
185.0,67.0,5.0,104.0,20.8
185.0,68.0,2.0,2.0,1.0
185.0,69.0,2.0,101.0,50.5
185.0,70.0,4.0,4.0,1.0
185.0,71.0,6.0,6.0,1.0
185.0,72.0,6.0,105.0,17.5
185,73,0,0,0
185.0,74.0,3.0,102.0,34.0
185.0,75.0,4.0,103.0,25.75
185.0,76.0,3.0,102.0,34.0
185.0,77.0,3.0,3.0,1.0
185.0,78.0,4.0,103.0,25.75
185.0,79.0,3.0,102.0,34.0
185.0,80.0,2.0,101.0,50.5
185,81,0,0,0
185,82,0,0,0
185,83,0,0,0
185.0,84.0,1.0,100.0,100.0
185.0,85.0,1.0,100.0,100.0
185,86,0,0,0
185.0,87.0,1.0,100.0,100.0
185,88,0,0,0
185.0,89.0,3.0,102.0,34.0
185.0,90.0,1.0,100.0,100.0
185.0,91.0,1.0,100.0,100.0
185.0,92.0,1.0,1.0,1.0
185.0,93.0,1.0,1.0,1.0
185.0,94.0,4.0,301.0,75.25
185.0,95.0,1.0,100.0,100.0
185.0,96.0,1.0,100.0,100.0
185.0,97.0,3.0,12.0,4.0
185,98,0,0,0
185,99,0,0,0
186,0,0,0,0
186,1,0,0,0
186,2,0,0,0
186.0,3.0,2.0,200.0,100.0
186.0,4.0,1.0,1.0,1.0
186,5,0,0,0
186.0,6.0,4.0,103.0,25.75
186.0,7.0,1.0,1.0,1.0
186,8,0,0,0
186.0,9.0,4.0,103.0,25.75
186.0,10.0,2.0,2.0,1.0
186.0,11.0,4.0,4.0,1.0
186.0,12.0,6.0,105.0,17.5
186.0,13.0,5.0,5.0,1.0
186.0,14.0,8.0,206.0,25.75
186.0,15.0,5.0,5.0,1.0
186.0,16.0,7.0,7.0,1.0
186.0,17.0,6.0,6.0,1.0
186.0,18.0,8.0,8.0,1.0
186.0,19.0,10.0,109.0,10.9
186.0,20.0,7.0,7.0,1.0
186.0,21.0,11.0,407.0,37.0
186.0,22.0,9.0,9.0,1.0
186.0,23.0,26.0,521.0,20.03846153846154
